ID,question,question_En,explanation,explanation_En,hint,hint_En,first_option,second_option,third_option,fourth_option,first_option_En,second_option_En,third_option_En,fourth_option_En,answer_index,hint_option,targets,category,question_class,sub_category,wiki_link
842,در چه سالی شبکه تلفن خودکار در ایران راه‌اندازی شد؟,In what year was the automatic telephone network launched in Iran?,در 21 شهریور 1316 شبکه تلفن خودکار با 6 هزار شماره در شهر تهران راه‌اندازی شد.,"On September 21, 1316 (1937), the automatic telephone network with 6,000 numbers was launched in Tehran.",شرکت مخابرات ایران به شکل کنونی در سال 1350 در کشور ایران تاسیس شد,The Telecommunication Company of Iran in its current form was established in 1350 (1971) in Iran.,1316,1333,1345,1350,1316,1333,1345,1350,1,4,about an option other than the answer,Science_and_Technology,Date_Time,Others,https://fa.wikipedia.org/wiki/شرکت_مخابرات_ایران
843,نخستین ارتباط تلفنی بی‌سیم ایران با کدام شهر برقرار شد؟,With which city was Iran's first wireless telephone connection established?,اولین ارتباط تلفنی بی‌سیم در تاریخ 31 تیر 1327 میان شهرهای تهران و لندن برقرار شد.,The first wireless telephone connection was established on 31 Tir 1327 between Tehran and London.,در تاریخ ۲۱ شهریور ۱۳۱۶ خورشیدی برای آسان‌سازی در تماس تلفنی، شبکه تلفنی خودکار با ۶ هزار شماره از شرکت زیمنس آلمان خریداری شد,"On 21 Shahrivar 1316 solar, to facilitate telephone calls, an automatic telephone network with 6,000 numbers was purchased from Siemens Germany",انگستان,فرانسه,روسیه,آلمان,England,France,Russia,Germany,1,4,about an option other than the answer,Science_and_Technology,Location,Others,https://fa.wikipedia.org/wiki/شرکت_مخابرات_ایران
844,کدام شرکت زیرمجموعه اصلی مخابرات ایران در حوزه تلفن همراه است؟,Which company is the main subsidiary of Iran Telecommunications in the field of mobile phones?,شرکت ارتباطات سیار ایران (همراه اول) زیرمجموعه اصلی مخابرات ایران در حوزه موبایل است,Mobile Communication Company of Iran (Hamrah-e Aval) is the main subsidiary of Iran Telecommunications in the mobile field,ایرانسل دومین اپراتور بزرگ تلفن همراه در کشور ایران است,Irancell is the second largest mobile operator in Iran,همراه اول,ایرانسل,رایتل,تالیا,Hamrah-e Aval,Irancell,Rightel,Taliya,1,2,about an option other than the answer,Science_and_Technology,Group_Org,Others,https://fa.wikipedia.org/wiki/شرکت_مخابرات_ایران
845,نخستین امتیاز تلفن در کدام شهر ایران صادر شد؟,In which city of Iran was the first telephone concession issued?,اولین امتیاز تلفن در سال 1280 هجری شمسی در شهر تبریز به مدت 50 سال به یک شرکت خصوصی ایرانی واگذار شد,The first telephone concession was granted in 1280 Solar Hijri (Persian calendar) in the city of Tabriz to a private Iranian company for a period of 50 years,تهران پایتخت ایران در آن زمان اهمیت زیادی در توسعه مخابرات و ارتباطات کشور داشت,"Tehran, the capital of Iran at that time, had significant importance in the development of telecommunications and communications in the country",تهران,تبریز,مشهد,اصفهان,Tehran,Tabriz,Mashhad,Isfahan,2,1,about an option other than the answer,Science_and_Technology,Location,Others,https://fa.wikipedia.org/wiki/شرکت_مخابرات_ایران
846,چه کسی به عنوان پدر صنعت مخابرات ایران شناخته می‌شود؟,Who is known as the father of the telecommunications industry in Iran?,عین‌الله محمودی همدانی به عنوان پدر صنعت مخابرات مخابرات در کشور ایران شناخته می‌شود.,Einollah Mahmoudi Hamedani is known as the father of the telecommunications industry in Iran.,معیرالممالک از اولین دارندگان امتیاز تلفن در کشور ایران بود,Moayerolmamalek was one of the first telephone license holders in Iran,عین‌الله محمودی همدانی,منشورالملک,دوست‌محمد معیرالممالک,محمداسماعیل تهرانچی,Einollah Mahmoudi Hamedani,Manshourolmolk,Doust Mohammad Moayerolmamalek,Mohammad Esmaeil Tehranchi,1,3,about an option other than the answer,Science_and_Technology,Person,Others,https://fa.wikipedia.org/wiki/شرکت_مخابرات_ایران
847,کدام استان ایران بیشترین تعداد کارکنان مخابرات را دارد؟,Which province of Iran has the highest number of telecommunications employees?,استان تهران با 2039 نفر بیشترین تعداد کارکنان مخابرات را در میان استان‌های ایران دارد.,Tehran province with 2039 people has the highest number of telecommunications employees among the provinces of Iran.,استان اصفهان از نظر تعداد کارکنان مخابرات جزو استان‌های با بیشترین کارکنان در ایران است,Isfahan province is among the provinces with the highest number of telecommunications employees in Iran,تهران,اصفهان,خراسان رضوی,فارس,Tehran,Isfahan,Khorasan Razavi,Fars,1,2,about an option other than the answer,Science_and_Technology,Location,Others,https://fa.wikipedia.org/wiki/شرکت_مخابرات_ایران
848,سازمان فضایی ایران به کدام وزارتخانه وابسته است؟,Which ministry is the Iranian Space Agency affiliated with?,سازمان فضایی ایران به صورت یک مؤسسه دولتی وابسته به وزارت ارتباطات و فناوری اطلاعات در کشور ایران اداره می‌شود,The Iranian Space Agency is operated as a government institution affiliated with the Ministry of Communications and Information Technology in Iran,وزارت دفاع جمهوری اسلامی ایران نقش مهمی در پروژه‌های فضایی و موشکی کشور ایران دارد,The Ministry of Defense of the Islamic Republic of Iran plays an important role in Iran's space and missile projects,وزارت دفاع,وزارت ارتباطات و فناوری اطلاعات,وزارت علوم,وزارت صنعت,Ministry of Defense,Ministry of Communications and Information Technology,Ministry of Science,Ministry of Industry,2,1,about an option other than the answer,Science_and_Technology,Group_Org,Others,https://fa.wikipedia.org/wiki/سازمان_فضایی_ایران
849,نخستین میمون ایرانی که به فضا پرتاب شد چه نام داشت؟,What was the name of the first Iranian monkey that was launched into space?,میمون رزوس به نام آفتاب در سال 1391 با موفقیت به فضا پرتاب و بازیابی شد توسط ایران,The rhesus monkey named Aftab was successfully launched into space and recovered in 1391 by Iran,پرتاب میمون آفتاب با کاوشگر پیشگام ایران انجام شد,The launch of monkey Aftab was carried out with Iran's Pishgam explorer,پیشگام,فجر,آفتاب,امید,Pishgam,Fajr,Aftab,Omid,3,1,about an option other than the answer,Science_and_Technology,Other,Others,https://fa.wikipedia.org/wiki/سازمان_فضایی_ایران
850,بودجه سازمان فضایی ایران در سال 1395 چقدر بود؟,What was the budget of Iran's Space Agency in 1395?,بودجه تعیین شده برای سازمان فضایی ایران در سال 1395 معادل 17 میلیارد تومان بود,The budget allocated for Iran's Space Agency in 1395 was equivalent to 17 billion tomans,در سال 1395 به پژوهشگاه فضایی ایران 100 میلیارد تومان بودجه اختصاص یافته است,"In 1395, a budget of 100 billion tomans was allocated to Iran's Space Research Institute",10 میلیارد تومان,17 میلیارد تومان,50 میلیارد تومان,100 میلیارد تومان,10 billion tomans,17 billion tomans,50 billion tomans,100 billion tomans,2,4,about an option other than the answer,Science_and_Technology,Number,Others,https://fa.wikipedia.org/wiki/سازمان_فضایی_ایران
851,اولین حضور کشور ایران در فعالیت‌های فضایی به چه سالی برمی‌گردد؟,When did Iran first participate in space activities?,ایران در سال 1349 با عضویت در سازمان بین‌المللی ارتباطات ماهواره‌ای به نام اینتلسات وارد عرصه فضایی شد,Iran entered the space arena in 1349 by becoming a member of the international satellite communications organization called Intelsat,تأسیس یک نهاد ملی فضایی در اوایل دهه ۱۳۵۰ شمسی در کشور ایران شکل گرفت,The establishment of a national space institution in Iran took place in the early 1350s (solar calendar),1345,1349,1344,1350,1345,1349,1344,1350,2,4,about an option other than the answer,Science_and_Technology,Date_Time,Others,https://fa.wikipedia.org/wiki/سازمان_فضایی_ایران
852,اولین پرتاب زیرمداری جمهوری اسلامی ایران در چه سالی انجام شد؟,When was the first suborbital launch of the Islamic Republic of Iran carried out?,اولین پرتاب زیرمداری جمهوری اسلامی ایران در تاریخ 6 اسفند 1375 شمسی انجام شد,The first suborbital launch of the Islamic Republic of Iran was carried out on 6 Esfand 1375 (Persian calendar),در تاریخ 15 بهمن 1386 شمسی، سازمان فضایی جمهوری اسلامی ایران با پرتاب نخستین گونه از موشک کاوشگر-1 با نام «سفیر» یک پرواز فضایی زیرمداری را با موفقیت به انجام رساند,"On 15 Bahman 1386 (Persian calendar), the Space Agency of the Islamic Republic of Iran successfully completed a suborbital space flight by launching the first version of the Kavoshgar-1 rocket named ""Safir""",1375,1380,1385,1386,1375,1380,1385,1386,1,4,about an option other than the answer,Science_and_Technology,Date_Time,Others,https://fa.wikipedia.org/wiki/سازمان_فضایی_ایران
